accession,file_accession,target,dataset_description,replicate_libraries,replicate_antibody,controls,controlled_by,paired_end,paired_with,href,md5sum,fiji_file
ENCSR699PVC,ENCFF501GVP,CBFA2T2,CBFA2T2 ChIP-seq on human K562,ENCLB013HZL,ENCAB322DID,ENCSR658AGP,ENCFF410PHD,fastq_1,ENCFF590GNR,/files/ENCFF501GVP/@@download/ENCFF501GVP.fastq.gz,093f5f3d70d6516fe0a119acc98f27d8,fastq/encode/ENCFF501GVP.fastq.gz
ENCSR699PVC,ENCFF477TYW,CBFA2T2,CBFA2T2 ChIP-seq on human K562,ENCLB402DVN,ENCAB322DID,ENCSR658AGP,ENCFF608MDV,fastq_2,ENCFF875MPK,/files/ENCFF477TYW/@@download/ENCFF477TYW.fastq.gz,c2179d6db0e77a3cffcf2b1496cca7de,fastq/encode/ENCFF477TYW.fastq.gz
ENCSR709DHP,ENCFF614IRS,Control,Input control ChIP-seq on human eGFP-IRF9 tagged K562 cell line.,ENCLB693HUO,NA,NA,NA,fastq_1,ENCFF817GNU,/files/ENCFF614IRS/@@download/ENCFF614IRS.fastq.gz,bd69169904963003e92f8cd8c59e11bc,fastq/encode/ENCFF614IRS.fastq.gz
ENCSR709DHP,ENCFF817GNU,Control,Input control ChIP-seq on human eGFP-IRF9 tagged K562 cell line.,ENCLB693HUO,NA,NA,NA,fastq_2,ENCFF614IRS,/files/ENCFF817GNU/@@download/ENCFF817GNU.fastq.gz,8457b761cd446c7a0554dcc14c50076c,fastq/encode/ENCFF817GNU.fastq.gz
ENCSR710WLO,ENCFF434ISC,MGA,MGA ChIP-seq on human K562,ENCLB315ZKU,ENCAB591RYH,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF105BAY,/files/ENCFF434ISC/@@download/ENCFF434ISC.fastq.gz,38e62f950ce79eea002874e4791fd4bb,fastq/encode/ENCFF434ISC.fastq.gz
ENCSR710WLO,ENCFF194JCS,MGA,MGA ChIP-seq on human K562,ENCLB486UZD,ENCAB591RYH,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF831HED,/files/ENCFF194JCS/@@download/ENCFF194JCS.fastq.gz,7c9b99e194fc7a46cd5feac3ae8bf7dc,fastq/encode/ENCFF194JCS.fastq.gz
ENCSR710WLO,ENCFF831HED,MGA,MGA ChIP-seq on human K562,ENCLB486UZD,ENCAB591RYH,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF194JCS,/files/ENCFF831HED/@@download/ENCFF831HED.fastq.gz,c9d47d7fa1ce583edaa400eaa1a0d76f,fastq/encode/ENCFF831HED.fastq.gz
ENCSR710WLO,ENCFF105BAY,MGA,MGA ChIP-seq on human K562,ENCLB315ZKU,ENCAB591RYH,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF434ISC,/files/ENCFF105BAY/@@download/ENCFF105BAY.fastq.gz,50d7a0ce73a934ab536c44f9bfa321a8,fastq/encode/ENCFF105BAY.fastq.gz
ENCSR711SNW,ENCFF343AWT,NCOA1,NCOA1 ChIP-seq on human K562,ENCLB670OJE,ENCAB104FWW,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF042FDU,/files/ENCFF343AWT/@@download/ENCFF343AWT.fastq.gz,e0542ccac68c14528a6363e9af108f6a,fastq/encode/ENCFF343AWT.fastq.gz
ENCSR711SNW,ENCFF042FDU,NCOA1,NCOA1 ChIP-seq on human K562,ENCLB670OJE,ENCAB104FWW,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF343AWT,/files/ENCFF042FDU/@@download/ENCFF042FDU.fastq.gz,1ee948eb83360f92520554dfccaada78,fastq/encode/ENCFF042FDU.fastq.gz
ENCSR711SNW,ENCFF009IPS,NCOA1,NCOA1 ChIP-seq on human K562,ENCLB813IKJ,ENCAB104FWW,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF738HHZ,/files/ENCFF009IPS/@@download/ENCFF009IPS.fastq.gz,fd2f65f503a23fd7b8c67ad4b7acd242,fastq/encode/ENCFF009IPS.fastq.gz
ENCSR711SNW,ENCFF738HHZ,NCOA1,NCOA1 ChIP-seq on human K562,ENCLB813IKJ,ENCAB104FWW,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF009IPS,/files/ENCFF738HHZ/@@download/ENCFF738HHZ.fastq.gz,7eabef1ba841e3c5133de545ba33a2f9,fastq/encode/ENCFF738HHZ.fastq.gz
ENCSR711VWL,ENCFF992PSP,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB836ZKZ,ENCAB297MIF,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF814BAR,/files/ENCFF992PSP/@@download/ENCFF992PSP.fastq.gz,bb1c8294640949bf72aff7b1630ffdba,fastq/encode/ENCFF992PSP.fastq.gz
ENCSR711VWL,ENCFF095OUI,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB440DSO,ENCAB297MIF,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF672NLI,/files/ENCFF095OUI/@@download/ENCFF095OUI.fastq.gz,52755d06fffe90cbbe12ffdcf3a2bed5,fastq/encode/ENCFF095OUI.fastq.gz
ENCSR711VWL,ENCFF814BAR,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB836ZKZ,ENCAB297MIF,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF992PSP,/files/ENCFF814BAR/@@download/ENCFF814BAR.fastq.gz,0eb9cbfdf038f69552c9978438c8e472,fastq/encode/ENCFF814BAR.fastq.gz
ENCSR711VWL,ENCFF672NLI,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB440DSO,ENCAB297MIF,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF095OUI,/files/ENCFF672NLI/@@download/ENCFF672NLI.fastq.gz,5a03af6122131aa7423b48c824259f7f,fastq/encode/ENCFF672NLI.fastq.gz
ENCSR715CCR,ENCFF031JCO,DPF2,DPF2 ChIP-seq on human K562,ENCLB708CTN,ENCAB076EMA,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF579BJG,/files/ENCFF031JCO/@@download/ENCFF031JCO.fastq.gz,e2c01dfc59e5b04ce99b26e8f4a6e1ad,fastq/encode/ENCFF031JCO.fastq.gz
ENCSR715CCR,ENCFF579BJG,DPF2,DPF2 ChIP-seq on human K562,ENCLB708CTN,ENCAB076EMA,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF031JCO,/files/ENCFF579BJG/@@download/ENCFF579BJG.fastq.gz,fb0fedad886058e981cda9f760e23ca7,fastq/encode/ENCFF579BJG.fastq.gz
ENCSR715CCR,ENCFF290HFY,DPF2,DPF2 ChIP-seq on human K562,ENCLB882FCY,ENCAB076EMA,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF389HJO,/files/ENCFF290HFY/@@download/ENCFF290HFY.fastq.gz,180984e5627c7b935b22c50da498772c,fastq/encode/ENCFF290HFY.fastq.gz
ENCSR715CCR,ENCFF389HJO,DPF2,DPF2 ChIP-seq on human K562,ENCLB882FCY,ENCAB076EMA,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF290HFY,/files/ENCFF389HJO/@@download/ENCFF389HJO.fastq.gz,1a01960a94b28fb3eb5eb44f155d4057,fastq/encode/ENCFF389HJO.fastq.gz
ENCSR718SDE,ENCFF765ZNI,RLF,RLF ChIP-seq on human K562,ENCLB278GNJ,ENCAB069FYQ,ENCSR658AGP,ENCFF368UOC,fastq_2,ENCFF640JQI,/files/ENCFF765ZNI/@@download/ENCFF765ZNI.fastq.gz,aec0e1932e230401b35ca913f83121c4,fastq/encode/ENCFF765ZNI.fastq.gz
ENCSR718SDE,ENCFF640JQI,RLF,RLF ChIP-seq on human K562,ENCLB278GNJ,ENCAB069FYQ,ENCSR658AGP,ENCFF410PHD,fastq_1,ENCFF765ZNI,/files/ENCFF640JQI/@@download/ENCFF640JQI.fastq.gz,98d86ffaf15b00fc6f42b548818a45e2,fastq/encode/ENCFF640JQI.fastq.gz
ENCSR718SDE,ENCFF812LUV,RLF,RLF ChIP-seq on human K562,ENCLB430LRT,ENCAB069FYQ,ENCSR658AGP,ENCFF240DTE,fastq_1,ENCFF324OEM,/files/ENCFF812LUV/@@download/ENCFF812LUV.fastq.gz,7162caf7da872b8e9b976a797dd737a1,fastq/encode/ENCFF812LUV.fastq.gz
ENCSR718SDE,ENCFF324OEM,RLF,RLF ChIP-seq on human K562,ENCLB430LRT,ENCAB069FYQ,ENCSR658AGP,ENCFF608MDV,fastq_2,ENCFF812LUV,/files/ENCFF324OEM/@@download/ENCFF324OEM.fastq.gz,42cb319ce6f3de73b696a5d3acbdc1e4,fastq/encode/ENCFF324OEM.fastq.gz
ENCSR720HUL,ENCFF895VJN,E2F1,E2F1 ChIP-seq on human K562,ENCLB549JWU,ENCAB357OHU,ENCSR173USI,ENCFF498JMO,fastq_1,ENCFF108ESB,/files/ENCFF895VJN/@@download/ENCFF895VJN.fastq.gz,a7da081afe0cec7eb1f24831a1fe6d9f,fastq/encode/ENCFF895VJN.fastq.gz
ENCSR720HUL,ENCFF803CCE,E2F1,E2F1 ChIP-seq on human K562,ENCLB524NDK,ENCAB357OHU,ENCSR173USI,ENCFF259GQA,fastq_1,ENCFF917BAA,/files/ENCFF803CCE/@@download/ENCFF803CCE.fastq.gz,949f5b144b317e8fc03f554f576b53c1,fastq/encode/ENCFF803CCE.fastq.gz
ENCSR720HUL,ENCFF917BAA,E2F1,E2F1 ChIP-seq on human K562,ENCLB524NDK,ENCAB357OHU,ENCSR173USI,ENCFF837MIV,fastq_2,ENCFF803CCE,/files/ENCFF917BAA/@@download/ENCFF917BAA.fastq.gz,38fa0d20fcc56f008e89493c27c6907e,fastq/encode/ENCFF917BAA.fastq.gz
ENCSR720HUL,ENCFF108ESB,E2F1,E2F1 ChIP-seq on human K562,ENCLB549JWU,ENCAB357OHU,ENCSR173USI,ENCFF502GTS,fastq_2,ENCFF895VJN,/files/ENCFF108ESB/@@download/ENCFF108ESB.fastq.gz,0ab360c09155b2fd514ee2ec0199428e,fastq/encode/ENCFF108ESB.fastq.gz
ENCSR724HDV,ENCFF795ITH,Control,Input control ChIP-seq on human eGFP-DIDO1 tagged K562 cell line.,ENCLB106RCN,NA,NA,NA,fastq_1,ENCFF729LDU,/files/ENCFF795ITH/@@download/ENCFF795ITH.fastq.gz,ed52332f14d82c9a3c0260204e2f6a00,fastq/encode/ENCFF795ITH.fastq.gz
ENCSR724HDV,ENCFF729LDU,Control,Input control ChIP-seq on human eGFP-DIDO1 tagged K562 cell line.,ENCLB106RCN,NA,NA,NA,fastq_2,ENCFF795ITH,/files/ENCFF729LDU/@@download/ENCFF729LDU.fastq.gz,c62e37ef89af002aaf42bbea7680bdfb,fastq/encode/ENCFF729LDU.fastq.gz
ENCSR727UQK,ENCFF345KIN,Control,Input control ChIP-seq on human eGFP-MAFG tagged K562 cell line.,ENCLB341QQP,NA,NA,NA,fastq_1,ENCFF211RBV,/files/ENCFF345KIN/@@download/ENCFF345KIN.fastq.gz,f0565e5c3b96436405672f35b2465646,fastq/encode/ENCFF345KIN.fastq.gz
ENCSR727UQK,ENCFF211RBV,Control,Input control ChIP-seq on human eGFP-MAFG tagged K562 cell line.,ENCLB341QQP,NA,NA,NA,fastq_2,ENCFF345KIN,/files/ENCFF211RBV/@@download/ENCFF211RBV.fastq.gz,0ddb2395bb953ec056707dfe9451a581,fastq/encode/ENCFF211RBV.fastq.gz
ENCSR731LHZ,ENCFF301GHT,E4F1,E4F1 ChIP-seq on human K562,ENCLB902ALU,ENCAB944PGR,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF243UPQ,/files/ENCFF301GHT/@@download/ENCFF301GHT.fastq.gz,a265b1343cf0d0c3754abaea42cc1d6b,fastq/encode/ENCFF301GHT.fastq.gz
ENCSR731LHZ,ENCFF772FZX,E4F1,E4F1 ChIP-seq on human K562,ENCLB642OCU,ENCAB944PGR,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF603CIN,/files/ENCFF772FZX/@@download/ENCFF772FZX.fastq.gz,1b83a83ab8400ac2abc33c7400677100,fastq/encode/ENCFF772FZX.fastq.gz
ENCSR731LHZ,ENCFF243UPQ,E4F1,E4F1 ChIP-seq on human K562,ENCLB902ALU,ENCAB944PGR,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF301GHT,/files/ENCFF243UPQ/@@download/ENCFF243UPQ.fastq.gz,736978b2fcf9e0185960beaceb4fd6b1,fastq/encode/ENCFF243UPQ.fastq.gz
ENCSR731LHZ,ENCFF603CIN,E4F1,E4F1 ChIP-seq on human K562,ENCLB642OCU,ENCAB944PGR,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF772FZX,/files/ENCFF603CIN/@@download/ENCFF603CIN.fastq.gz,140f752a344659532c332ddf49d3f186,fastq/encode/ENCFF603CIN.fastq.gz
ENCSR731LHZ,ENCFF953JKI,E4F1,E4F1 ChIP-seq on human K562,ENCLB642OCU,ENCAB944PGR,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF447FBL,/files/ENCFF953JKI/@@download/ENCFF953JKI.fastq.gz,0bcaddea1498546f97b391f93eb81180,fastq/encode/ENCFF953JKI.fastq.gz
ENCSR731LHZ,ENCFF447FBL,E4F1,E4F1 ChIP-seq on human K562,ENCLB642OCU,ENCAB944PGR,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF953JKI,/files/ENCFF447FBL/@@download/ENCFF447FBL.fastq.gz,873f87c166f6e0971402a33a8da41b30,fastq/encode/ENCFF447FBL.fastq.gz
ENCSR742IDN,ENCFF102DIC,NR2C1,NR2C1 ChIP-seq on human K562,ENCLB408KAB,ENCAB324ARN,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF146EKI,/files/ENCFF102DIC/@@download/ENCFF102DIC.fastq.gz,b531501479d0eef4dfef305bcdce0cc5,fastq/encode/ENCFF102DIC.fastq.gz
ENCSR742IDN,ENCFF025RHU,NR2C1,NR2C1 ChIP-seq on human K562,ENCLB463BWS,ENCAB324ARN,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF562VET,/files/ENCFF025RHU/@@download/ENCFF025RHU.fastq.gz,1c180dcd00aed6e578b9459e8262ce4e,fastq/encode/ENCFF025RHU.fastq.gz
ENCSR742IDN,ENCFF562VET,NR2C1,NR2C1 ChIP-seq on human K562,ENCLB463BWS,ENCAB324ARN,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF025RHU,/files/ENCFF562VET/@@download/ENCFF562VET.fastq.gz,010721e6e55850cb4bfe58a6fe9b9366,fastq/encode/ENCFF562VET.fastq.gz
ENCSR742IDN,ENCFF146EKI,NR2C1,NR2C1 ChIP-seq on human K562,ENCLB408KAB,ENCAB324ARN,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF102DIC,/files/ENCFF146EKI/@@download/ENCFF146EKI.fastq.gz,535849d6890a9650b423374fa97aaee9,fastq/encode/ENCFF146EKI.fastq.gz
ENCSR742TMU,ENCFF908NRM,ZNF282,ZNF282 ChIP-seq on human K562,ENCLB365BOC,ENCAB503NQV,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF222CTH,/files/ENCFF908NRM/@@download/ENCFF908NRM.fastq.gz,c0b6bd45d294c60c03dd27089c8c0d0b,fastq/encode/ENCFF908NRM.fastq.gz
ENCSR742TMU,ENCFF222CTH,ZNF282,ZNF282 ChIP-seq on human K562,ENCLB365BOC,ENCAB503NQV,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF908NRM,/files/ENCFF222CTH/@@download/ENCFF222CTH.fastq.gz,418739b825539609904ecd5f6e6b77c9,fastq/encode/ENCFF222CTH.fastq.gz
ENCSR742TMU,ENCFF455ZRR,ZNF282,ZNF282 ChIP-seq on human K562,ENCLB311VSR,ENCAB503NQV,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF899JCN,/files/ENCFF455ZRR/@@download/ENCFF455ZRR.fastq.gz,03bc959f4c337c979bb68553f619a5eb,fastq/encode/ENCFF455ZRR.fastq.gz
ENCSR742TMU,ENCFF899JCN,ZNF282,ZNF282 ChIP-seq on human K562,ENCLB311VSR,ENCAB503NQV,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF455ZRR,/files/ENCFF899JCN/@@download/ENCFF899JCN.fastq.gz,16ae7844c6146fa72aebe789539847d2,fastq/encode/ENCFF899JCN.fastq.gz
ENCSR744WOO,ENCFF171QIU,TCF12,TCF12 ChIP-seq on human K562,ENCLB527OEI,ENCAB506UYG,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF920GYM,/files/ENCFF171QIU/@@download/ENCFF171QIU.fastq.gz,6d6dbbda436156b2a5c92d64877df50d,fastq/encode/ENCFF171QIU.fastq.gz
ENCSR744WOO,ENCFF017IMJ,TCF12,TCF12 ChIP-seq on human K562,ENCLB041JMU,ENCAB506UYG,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF349MIY,/files/ENCFF017IMJ/@@download/ENCFF017IMJ.fastq.gz,da58c2252770d023815075115aad1c18,fastq/encode/ENCFF017IMJ.fastq.gz
ENCSR744WOO,ENCFF920GYM,TCF12,TCF12 ChIP-seq on human K562,ENCLB527OEI,ENCAB506UYG,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF171QIU,/files/ENCFF920GYM/@@download/ENCFF920GYM.fastq.gz,11a1da9016da79926701c9624259f9e0,fastq/encode/ENCFF920GYM.fastq.gz
ENCSR744WOO,ENCFF349MIY,TCF12,TCF12 ChIP-seq on human K562,ENCLB041JMU,ENCAB506UYG,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF017IMJ,/files/ENCFF349MIY/@@download/ENCFF349MIY.fastq.gz,f7396c330854dc664f2e27848684dd6a,fastq/encode/ENCFF349MIY.fastq.gz
ENCSR764YDL,ENCFF685UUM,NR0B1,NR0B1 ChIP-seq on human K562,ENCLB822EFR,ENCAB651SYY,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF828VUL,/files/ENCFF685UUM/@@download/ENCFF685UUM.fastq.gz,a48adfbbf266179b534bcc0d8ceb6dd4,fastq/encode/ENCFF685UUM.fastq.gz
ENCSR764YDL,ENCFF301KVJ,NR0B1,NR0B1 ChIP-seq on human K562,ENCLB544RHH,ENCAB651SYY,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF460ZWD,/files/ENCFF301KVJ/@@download/ENCFF301KVJ.fastq.gz,0eb5c6a131e91b4a247ad394754b514d,fastq/encode/ENCFF301KVJ.fastq.gz
ENCSR764YDL,ENCFF828VUL,NR0B1,NR0B1 ChIP-seq on human K562,ENCLB822EFR,ENCAB651SYY,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF685UUM,/files/ENCFF828VUL/@@download/ENCFF828VUL.fastq.gz,c30f8e216c9a497469112e7fe163f6ba,fastq/encode/ENCFF828VUL.fastq.gz
ENCSR764YDL,ENCFF460ZWD,NR0B1,NR0B1 ChIP-seq on human K562,ENCLB544RHH,ENCAB651SYY,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF301KVJ,/files/ENCFF460ZWD/@@download/ENCFF460ZWD.fastq.gz,85825146b28061678e80332b0da34453,fastq/encode/ENCFF460ZWD.fastq.gz
ENCSR772EEN,ENCFF148FMX,eGFP-RELA,eGFP-RELA ChIP-seq on human K562,ENCLB998PQU,ENCAB728YTO,ENCSR545WDI,ENCFF795KJT,fastq_1,ENCFF528GYT,/files/ENCFF148FMX/@@download/ENCFF148FMX.fastq.gz,b4d68d98f5e512e7d209b5557a9f6967,fastq/encode/ENCFF148FMX.fastq.gz
ENCSR772EEN,ENCFF186DEJ,eGFP-RELA,eGFP-RELA ChIP-seq on human K562,ENCLB738KFG,ENCAB728YTO,ENCSR545WDI,ENCFF067HZB,fastq_2,ENCFF074UIO,/files/ENCFF186DEJ/@@download/ENCFF186DEJ.fastq.gz,d36020dd1e934fa2a66a1ca4573cfff2,fastq/encode/ENCFF186DEJ.fastq.gz
ENCSR772EEN,ENCFF074UIO,eGFP-RELA,eGFP-RELA ChIP-seq on human K562,ENCLB738KFG,ENCAB728YTO,ENCSR545WDI,ENCFF795KJT,fastq_1,ENCFF186DEJ,/files/ENCFF074UIO/@@download/ENCFF074UIO.fastq.gz,d31319386d0ef2b3b931d5cbdc897f2d,fastq/encode/ENCFF074UIO.fastq.gz
ENCSR772EEN,ENCFF528GYT,eGFP-RELA,eGFP-RELA ChIP-seq on human K562,ENCLB998PQU,ENCAB728YTO,ENCSR545WDI,ENCFF067HZB,fastq_2,ENCFF148FMX,/files/ENCFF528GYT/@@download/ENCFF528GYT.fastq.gz,57479abd8ea021627ef380b7cded6dfe,fastq/encode/ENCFF528GYT.fastq.gz
ENCSR776RXA,ENCFF026HSI,Control,Input control ChIP-seq on human eGFP-POLR2H tagged K562 cell ine.,ENCLB868ABL,NA,NA,ENCFF671HJP,fastq_2,ENCFF096LLU,/files/ENCFF026HSI/@@download/ENCFF026HSI.fastq.gz,32dba9eb12e4b77028719f43e5210a66,fastq/encode/ENCFF026HSI.fastq.gz
ENCSR776RXA,ENCFF096LLU,Control,Input control ChIP-seq on human eGFP-POLR2H tagged K562 cell ine.,ENCLB868ABL,NA,NA,ENCFF671HJP,fastq_1,ENCFF026HSI,/files/ENCFF096LLU/@@download/ENCFF096LLU.fastq.gz,0ede51e44678eb09b49faf4cbf6e88fd,fastq/encode/ENCFF096LLU.fastq.gz
ENCSR780BBJ,ENCFF960PEL,ZZZ3,ZZZ3 ChIP-seq on human K562,ENCLB662OQQ,ENCAB797CMZ,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF491EOP,/files/ENCFF960PEL/@@download/ENCFF960PEL.fastq.gz,cc94abd92307f91475d2b43a07f70ecd,fastq/encode/ENCFF960PEL.fastq.gz
ENCSR780BBJ,ENCFF233HVB,ZZZ3,ZZZ3 ChIP-seq on human K562,ENCLB154WSS,ENCAB797CMZ,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF778PUP,/files/ENCFF233HVB/@@download/ENCFF233HVB.fastq.gz,dc72b22237dc2a7be43a30d43c4e9b87,fastq/encode/ENCFF233HVB.fastq.gz
ENCSR780BBJ,ENCFF778PUP,ZZZ3,ZZZ3 ChIP-seq on human K562,ENCLB154WSS,ENCAB797CMZ,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF233HVB,/files/ENCFF778PUP/@@download/ENCFF778PUP.fastq.gz,c47ee9fb4204ae557acd3b7af316e217,fastq/encode/ENCFF778PUP.fastq.gz
ENCSR780BBJ,ENCFF491EOP,ZZZ3,ZZZ3 ChIP-seq on human K562,ENCLB662OQQ,ENCAB797CMZ,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF960PEL,/files/ENCFF491EOP/@@download/ENCFF491EOP.fastq.gz,95b9e99f443d37f11be941d043d1e027,fastq/encode/ENCFF491EOP.fastq.gz
ENCSR781GAA,ENCFF114DVM,Control,Input control ChIP-seq on human eGFP-ID3 tagged K562 cell line.,ENCLB356AAP,NA,NA,NA,fastq_2,ENCFF622ATI,/files/ENCFF114DVM/@@download/ENCFF114DVM.fastq.gz,c9792dfe7e633f5aae10fdb26802c450,fastq/encode/ENCFF114DVM.fastq.gz
ENCSR781GAA,ENCFF622ATI,Control,Input control ChIP-seq on human eGFP-ID3 tagged K562 cell line.,ENCLB356AAP,NA,NA,NA,fastq_1,ENCFF114DVM,/files/ENCFF622ATI/@@download/ENCFF622ATI.fastq.gz,676e8729e7bfd99c3161bf54fe24f325,fastq/encode/ENCFF622ATI.fastq.gz
ENCSR786OQY,ENCFF543AIK,ZBTB5,ZBTB5 ChIP-seq on human K562,ENCLB902XHD,ENCAB301QZF,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF865YPR,/files/ENCFF543AIK/@@download/ENCFF543AIK.fastq.gz,2bfe32457461047d548f4caa08c21b62,fastq/encode/ENCFF543AIK.fastq.gz
ENCSR786OQY,ENCFF861REO,ZBTB5,ZBTB5 ChIP-seq on human K562,ENCLB567SCE,ENCAB301QZF,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF730YIK,/files/ENCFF861REO/@@download/ENCFF861REO.fastq.gz,0cf5b060af1fa08daa2e34f5ccbec898,fastq/encode/ENCFF861REO.fastq.gz
ENCSR786OQY,ENCFF865YPR,ZBTB5,ZBTB5 ChIP-seq on human K562,ENCLB902XHD,ENCAB301QZF,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF543AIK,/files/ENCFF865YPR/@@download/ENCFF865YPR.fastq.gz,fcff60fa9c5f104a7ecc9866ce497c38,fastq/encode/ENCFF865YPR.fastq.gz
ENCSR786OQY,ENCFF730YIK,ZBTB5,ZBTB5 ChIP-seq on human K562,ENCLB567SCE,ENCAB301QZF,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF861REO,/files/ENCFF730YIK/@@download/ENCFF730YIK.fastq.gz,c2a0191943fb8c8539918c3a47973a5f,fastq/encode/ENCFF730YIK.fastq.gz
ENCSR787RVK,ENCFF284BOO,eGFP-TSC22D4,eGFP-TSC22D4 ChIP-seq on human K562,ENCLB021WRW,ENCAB728YTO,ENCSR298QDM,ENCFF703OVM,fastq_1,ENCFF014DOG,/files/ENCFF284BOO/@@download/ENCFF284BOO.fastq.gz,4ef704a81b6c546e232e40f660a0b067,fastq/encode/ENCFF284BOO.fastq.gz
ENCSR787RVK,ENCFF493SOQ,eGFP-TSC22D4,eGFP-TSC22D4 ChIP-seq on human K562,ENCLB483YWT,ENCAB728YTO,ENCSR298QDM,ENCFF703OVM,fastq_1,ENCFF398EAS,/files/ENCFF493SOQ/@@download/ENCFF493SOQ.fastq.gz,77ff95dafcfa488459374b51bcb365ea,fastq/encode/ENCFF493SOQ.fastq.gz
ENCSR787RVK,ENCFF398EAS,eGFP-TSC22D4,eGFP-TSC22D4 ChIP-seq on human K562,ENCLB483YWT,ENCAB728YTO,ENCSR298QDM,ENCFF898SRJ,fastq_2,ENCFF493SOQ,/files/ENCFF398EAS/@@download/ENCFF398EAS.fastq.gz,fc7ccc0071a78c041029b9aa35fc91a4,fastq/encode/ENCFF398EAS.fastq.gz
ENCSR787RVK,ENCFF014DOG,eGFP-TSC22D4,eGFP-TSC22D4 ChIP-seq on human K562,ENCLB021WRW,ENCAB728YTO,ENCSR298QDM,ENCFF898SRJ,fastq_2,ENCFF284BOO,/files/ENCFF014DOG/@@download/ENCFF014DOG.fastq.gz,8134996da44c3584dc9ae5c07292be9e,fastq/encode/ENCFF014DOG.fastq.gz
ENCSR788RSW,ENCFF002DUA,SOX6,SOX6 ChIP-seq on human K562,ENCLB134QRS,ENCAB000BOG,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF002DPM,/files/ENCFF002DUA/@@download/ENCFF002DUA.fastq.gz,e07f12682a52e9a55bc4ea5e59885fed,fastq/encode/ENCFF002DUA.fastq.gz
ENCSR788RSW,ENCFF002EGF,SOX6,SOX6 ChIP-seq on human K562,ENCLB788HDH,ENCAB000BOG,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF002DPJ,/files/ENCFF002EGF/@@download/ENCFF002EGF.fastq.gz,b3689a234ab0823589ed9862f379bf23,fastq/encode/ENCFF002EGF.fastq.gz
ENCSR788RSW,ENCFF002DPJ,SOX6,SOX6 ChIP-seq on human K562,ENCLB788HDH,ENCAB000BOG,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF002EGF,/files/ENCFF002DPJ/@@download/ENCFF002DPJ.fastq.gz,fbc799e4689d93e528a5a5db3fd1a99e,fastq/encode/ENCFF002DPJ.fastq.gz
